feature_name,p_value,fold_change,adj_p_value,significant
Feature_31,0.04897225832294865,0.005556027796299199,0.1567509919584514,False
Feature_32,0.09731184866306658,-0.17955591205336674,0.17036007677675352,False
Feature_33,0.13007214828422764,-0.9424519383715788,0.32377565470133685,False
Feature_34,0.47591194714636914,-1.6510895238447152,1.1251753749287488,False
Feature_35,0.09390915524003951,-0.1340791598489565,0.051375201785329325,False
Feature_36,0.022663010075835,-0.928282714477166,0.12815112666192233,False
Feature_37,0.009866363120530594,-0.08560120558192112,0.24073910615417354,False
Feature_38,0.44659410914259434,0.6896675053943266,0.07285666869895448,True
Feature_39,0.05399613086881562,0.44690334670188586,0.379209750808569,False
Feature_40,0.07453616461939486,-1.3197795066686653,1.1455333391761746,False
Feature_41,0.056814501978137325,-1.7064490937593515,0.008781331539721084,False
Feature_42,0.11374021572611799,-1.2526432652532753,0.3003963477148435,False
Feature_43,0.013636996164139185,-0.7387616064121632,0.49939397496519183,False
Feature_44,0.06201857725927732,-0.8136620665062735,0.3589050708507313,False
Feature_45,0.27818107316980517,-0.4042528435751314,0.1908041535908358,False
Feature_46,0.08102931962035573,-0.15820426252795755,0.6512311145215814,True
Feature_47,0.017709240197760132,-1.5873045316110526,0.20192979958889784,False
Feature_48,0.1302545929656553,-0.1767125726572969,0.03724476165077903,False
Feature_49,0.34209805296728896,0.886741004329941,0.12740099368867167,False
Feature_50,0.19217226659354986,0.9444448133886599,1.29546936935197,False
Feature_51,0.10966658593086276,-1.1128166943070894,1.8059068736972061,False
Feature_52,0.040470619863846896,0.18603847244915123,1.7154669566165524,False
Feature_53,0.11766706593913284,0.010910063238076011,0.423889459805751,False
Feature_54,0.03173417751103822,-1.1434549230716216,0.15568220321567214,False
Feature_55,0.1829464318515493,0.38934705632464645,0.8536975030469864,True
Feature_56,0.16046006879800467,0.059541817372553776,0.2797004190775281,False
Feature_57,0.07188711497264821,0.7723015777719286,0.9554035825366504,False
Feature_58,0.093216419144497,-1.204103516239526,0.5656516180767048,False
Feature_59,0.04684025999065722,-1.5762062175576748,1.2458269523669487,False
Feature_60,0.018230564445403035,-0.21787778781492276,0.45550088623171425,False
Feature_61,0.26529102698404156,-0.659743653022282,0.5388809305195608,False
Feature_62,0.08075079198492717,-1.293082161031166,0.4722130640179997,False
Feature_63,0.1324480844181031,-0.31669638917076853,0.8518639278907912,True
Feature_64,0.04388574173864714,-0.9176581324334893,0.5620740855261391,False
Feature_65,0.04715217366522889,-0.22637421171277497,0.01557891551446768,True
Feature_66,0.12650600849826615,0.5874907760151841,0.4123897686825024,False
Feature_67,0.19463118201121005,2.0230939241201327,0.8121995306909702,False
Feature_68,0.011010025960471428,0.7457293026203778,0.2950014755955015,False
Feature_69,0.09399401135952892,1.0476643930551284,1.193177197502024,False
Feature_70,0.23424451039795421,-0.8303937287660481,0.3977829696995929,False
Feature_71,0.03650059809593974,0.015493715719599547,0.038571968212716065,False
Feature_72,0.01761978233242421,0.3027347573014496,0.09441918857686446,False
Feature_73,0.07077026589696611,0.9895531445833708,0.1284135612192563,False
Feature_74,0.004605859825917832,-0.9709028338942831,1.303777505205583,False
Feature_75,0.01566692807816691,0.7823562048336623,0.34506327165604656,False
Feature_76,0.23272291989095556,0.674945157813662,0.9762920254033298,False
Feature_77,0.006866557000505521,1.1128711879180255,0.7300277005157179,False
Feature_78,0.18344860846435662,-0.213528270789145,0.24082185127204014,False
Feature_79,0.07916869023329764,1.0699594725496457,0.4298904181403776,True
Feature_80,0.08939791880794573,-0.6388867948824956,0.49904396225626213,False
Feature_81,0.2817717700106396,0.8284489653621653,0.020334671955311204,False
Feature_82,0.03543408119815497,-1.065854721589461,0.005861236810242159,False
Feature_83,0.07189123216723035,-0.1563518459548897,0.3063151971342482,False
Feature_84,0.008911479168738166,-0.9831457537754112,0.5626489398497607,False
Feature_85,0.34275648629542044,1.2373741068703306,0.10078079409197029,False
Feature_86,0.2583956025889392,0.4365391048501951,0.029381714606613613,False
Feature_87,0.1628907854371018,0.9144486846609624,0.15830065920956035,False
Feature_88,0.03901991058435676,-0.9154409918913549,0.6222012297794982,False
Feature_89,0.20801786055147434,-0.02096890673571856,0.038261662489396095,False
Feature_90,0.0025808205391369137,-1.1853231436762204,0.13031597688459726,False
Feature_91,0.20861836851052235,-1.2197637829510728,0.015395949652651356,False
Feature_92,0.14840515690917358,-0.6068553835880178,0.47235162018977817,False
Feature_93,0.13592178166189703,2.561160468662954,0.18797449721757312,False
Feature_94,0.09959484118615446,-0.7134601303337041,0.17955542910514263,False
Feature_95,0.0522380935528961,0.406331284056868,0.6439385589323394,False
Feature_96,0.03430898884453778,1.3252273685581777,0.6725226350030558,False
Feature_97,0.040047556662637894,-1.1871409674175548,0.2555640464805403,False
Feature_98,0.0013292714512189265,-0.11602047488095056,0.7839209695531452,False
Feature_99,0.052442119790897114,-0.10959414653876325,0.10681423538124082,False
Feature_100,0.07020000013368098,0.34912878028497074,0.50070773631456,False
Feature_101,0.03797124886853201,-1.536426435459287,0.0432190415211976,False
Feature_102,0.11090766516251178,-0.359091478436748,0.3127648769889534,False
Feature_103,0.02918508433868652,-1.6820720836916694,0.12661450867802204,True
Feature_104,0.14552179698410977,-0.2877603251744221,0.24427623502240484,True
Feature_105,0.03394494851202128,0.7963279355009035,0.5239566497033767,False
Feature_106,0.04605049237284037,-1.2068242900159352,0.36480247097778273,False
Feature_107,0.10868814841549215,1.578618194398084,0.3805134288137446,False
Feature_108,0.09273373787034181,1.19975732810656,0.4405558255247274,False
Feature_109,0.4785245365412439,0.06603976751056359,0.41987517529703117,False
Feature_110,0.16322052247076338,0.9384731829184582,0.3240437700856521,True
Feature_111,0.1291019317223351,0.057978348255148,0.22141505132789369,False
Feature_112,0.15009128307891162,-0.0181612481644667,0.034991086739179215,False
Feature_113,0.0036658836016700068,-1.737159688367923,0.2605077796636328,False
Feature_114,0.06999939184484225,-0.8643080615441788,0.13018668552768567,False
Feature_115,0.3548264063541015,-0.1566313372545353,1.0805527794621785,True
Feature_116,0.007026291208888741,-1.1735058160377212,0.1880497395038565,False
Feature_117,0.025148279997888403,0.6088986518893169,0.19899107110776987,False
Feature_118,0.249615409952071,-1.6511054234348568,0.9121397433231476,False
Feature_119,0.02728687459273349,0.08965898412000683,0.43613015198555427,False
Feature_120,0.040113262595474035,0.36435551007809563,1.5423704510794933,True
Feature_121,0.01723851210739471,1.1667843586418885,0.07002895963240499,False
Feature_122,0.017000816114782564,0.05904009818234984,0.2159389400444842,False
Feature_123,0.06283248120917888,-0.0020505150319557407,0.24084330412070404,False
Feature_124,0.1904655263048272,-0.7959948260354319,0.05153983053960167,False
Feature_125,0.015768307397976255,-1.4048147583813257,0.31489969027671905,False
Feature_126,0.13093659935199262,0.33506471367793317,0.6815929837723558,False
Feature_127,0.07894002564309092,-0.6249815032650923,0.16832876557042228,False
Feature_128,0.06524459421525346,-0.5432853854207796,0.4319675714180812,False
Feature_129,0.1224037508978446,-0.21806178825951883,0.44666364980386675,False
Feature_130,0.09498970544352803,-0.6365091677116582,0.035045488312804976,False
Feature_131,0.112539831778876,-0.5252095325216489,0.14350862286744323,True
Feature_132,0.01818376254558147,-1.229380264621698,0.4202864497288625,False
Feature_133,0.3132230527852877,-0.659746645055873,0.24027315278549394,False
Feature_134,0.036519264088170786,-0.014780019167357829,0.021327250970621797,False
Feature_135,0.10150567701065301,0.5670489445150891,0.29001668282868454,False
Feature_136,0.22198148556522881,-0.4047273787515455,0.1774343161292598,False
Feature_137,0.13136621761988845,-0.8472139604538638,0.0013519882668803311,False
Feature_138,0.011768116547065775,0.38998999858615796,0.3266157621310798,False
Feature_139,0.13719120461903353,0.4665557942443091,0.22199291133006505,False
Feature_140,0.196235145869303,-1.0126503188503628,1.5272471781484431,False
Feature_141,0.03840207954062316,0.8297292847135475,1.74235516544238,False
Feature_142,0.21524072417804627,-1.1177392316166541,0.08300389857955681,False
Feature_143,0.05206127362170296,0.7040015959345028,1.38006330950493,False
Feature_144,0.41157385887386905,1.4250490977723471,0.048912562199239826,False
Feature_145,0.07200857605620685,-0.5125286160602658,1.8572036394267952,False
Feature_146,0.033739129290559264,0.8293043875304383,1.0041273052441397,False
Feature_147,0.07400365375006135,-1.2022631177888483,0.39647623330235443,False
Feature_148,0.008584378156872312,-0.6578179398884512,0.1785019178664688,False
Feature_149,0.27629512446509347,-1.1148569234378547,0.23973780732167907,False
Feature_150,0.2722198752531369,0.288730418344969,1.1821294212466498,True
Feature_151,0.23787583553929326,0.646246702307882,0.5416225785674221,False
Feature_152,0.2246941864025317,-0.7951707737970003,0.9955501661397834,False
Feature_153,0.15913902329038662,-0.94502048875128,0.030253474343234367,False
Feature_154,0.011071170213190307,-0.07262288744223386,0.208263251675605,False
Feature_155,0.004376902112637963,-0.24946882818510654,0.1726936261565777,False
Feature_156,0.027035306720974945,3.8137537850319974,0.7511774503692503,False
Feature_157,0.11815483221900998,0.055000057884080245,1.0761686763957594,True
Feature_158,0.48487103119016334,1.410851974737416,0.1423708740005669,False
Feature_159,0.060213559904351455,-2.3285322915670488,0.3956217653177891,False
Feature_160,0.11413643463183412,0.2039417638175789,0.025190345756242516,False
Feature_161,0.015399410331535269,-0.09113227443209293,0.0030064713400506948,False
Feature_162,0.08362333887557019,0.8625071134231428,0.2840961531167416,False
Feature_163,0.20096928967647984,0.18237256115959216,0.2274948050346377,False
Feature_164,0.09394558048899987,-0.16927994655001283,0.7997508357324544,False
Feature_165,0.20899778201083521,1.452271542509696,0.13851733035510402,False
Feature_166,0.04129611720042149,-0.36684790081388,0.9359922120892141,False
Feature_167,0.08273692451332976,-0.5000518480618197,1.382591122938091,False
Feature_168,0.011208719904624263,-1.0800603370491184,0.5425883648437234,False
Feature_169,0.16893799839385099,0.46333872850254587,0.6660341250312078,False
Feature_170,0.31640567082868437,-0.1307203454558377,0.11232084266974626,False
Feature_171,0.01372739545381708,-0.09208616150596695,0.17725234372197693,False
Feature_172,0.13076043292519865,-0.2686128025470662,0.6502861594748752,False
Feature_173,0.03668483334746583,-0.3005937534074422,0.6631555876071014,False
Feature_174,0.018475982685137015,0.09177525981763826,0.12819373378734017,False
Feature_175,0.05752542703354925,1.6349357822005053,0.19346221235180844,False
Feature_176,0.16372964596788078,0.5668699987391356,0.16630372415407113,False
Feature_177,0.028308656246901338,1.4300710401965944,0.5384388417164354,False
Feature_178,0.007355255738511196,-0.5172633611228419,0.6856798503742152,False
Feature_179,0.0718201380740437,0.19644235626872575,0.6036223484960611,True
Feature_180,0.02704033916165345,0.14248112380280376,0.15453944231242497,False
Feature_181,0.0068760576662407775,0.5658163779202356,0.4018165277455302,True
Feature_182,0.17184113496293926,0.8125523122002036,0.4023515949170378,False
Feature_183,0.03616890841918731,-1.4710974586208645,0.03321723909336204,True
Feature_184,0.15613961416168853,0.679765383570821,0.7459953572083687,False
Feature_185,0.011238547259618314,0.5751072725773902,0.537464267484491,False
Feature_186,0.05780528937463736,0.20096881543165848,1.030699460774088,False
Feature_187,0.0726138095541816,-0.1652829119753736,0.5141273895999513,False
Feature_188,0.1307849029665191,-0.758829544964685,0.005697723203138553,False
Feature_189,0.0687859054581851,1.8742127411859357,0.0806972853894109,False
Feature_190,0.014558895606917494,1.6954995037162173,0.532888957339037,False
Feature_191,0.030010180734750903,1.1329873867382443,0.02558984355151929,False
Feature_192,0.12526686814982443,-0.10399042630368341,0.011718734737640079,False
Feature_193,0.028348094487021372,-1.3147458146469317,0.2713174099102062,False
Feature_194,0.05824194456078934,-0.45964242296163144,0.15933984227544165,False
Feature_195,0.07543175803095815,1.4293833274899232,0.707976322917256,False
Feature_196,0.08898914097808551,0.8444476656266294,0.880210999891845,False
Feature_197,0.10385230758579554,-0.6552032205647309,0.35806181960376876,False
Feature_198,0.02393125125167007,-0.7780019258049929,0.13984814461279813,False
Feature_199,0.012461636029763128,-0.8546037628852324,1.7435243258345698,True
Feature_200,0.03116442191755362,1.4226852727109494,0.6576783564767369,False
Feature_201,0.3492616554196349,-1.7280893074030148,1.0564061500866377,False
Feature_202,0.11456985208329536,-0.4622458040332887,0.09914660123418538,False
Feature_203,0.0031206946119358547,0.22587308255386776,0.6511081686013291,False
Feature_204,0.061684845516195776,0.6695488641935095,0.18295463143968055,True
Feature_205,0.09730849643268068,0.5639579246513601,0.8411623211969899,False
Feature_206,0.13700807702515563,0.21397071641078994,0.6630695859300952,False
Feature_207,0.2398000955464936,1.7789438837331766,0.044038135022599886,False
Feature_208,0.025364810060177812,0.9401090700448609,0.10108861046999684,False
Feature_209,0.20673137636230374,-0.4411545524904274,0.11789387722164639,False
Feature_210,0.1385153932059324,0.5454414892329051,0.7719791179134485,False
Feature_211,0.3376949981504962,1.0828666339325137,0.20148614563792872,False
Feature_212,0.16369298967628432,0.37799420111779886,0.14644766249740257,False
Feature_213,0.009871905999327267,0.9807747869070852,0.48907134877277847,False
Feature_214,0.0037997231910239303,0.7122326203952277,0.5919293296997994,False
Feature_215,0.2660493269680074,-2.0187889006111868,0.36442206993188336,True
Feature_216,0.10192006682304339,1.9371282906498701,0.1097049643101976,False
Feature_217,0.08410601093394478,0.8402497178753716,0.9535597653623507,False
Feature_218,0.03324771279911512,0.2830280270893834,0.5672265426447497,False
Feature_219,0.028506863687612016,-0.6001698918968322,0.08000007220096084,False
Feature_220,0.050581055292339784,0.1436682177837455,0.10494092010713404,False
Feature_221,0.016118362227358463,0.9079782337077198,0.5937617168846738,False
Feature_222,0.1129751859992795,-0.042375904781699156,0.05388945649498267,False
Feature_223,0.01195266339132523,0.1792413950712636,0.07344168996823605,False
Feature_224,0.31921301211158437,-1.7340766691266605,0.18532151400665,False
Feature_225,0.3019294332218942,0.6439156020246593,0.08063571190265532,True
Feature_226,0.001789918519110023,-1.4723079209198369,0.961912723322069,False
Feature_227,0.17508548055113365,-0.37386934677730316,0.45437389682367313,False
Feature_228,0.008154068550201675,-2.1820876167468413,0.239646168771676,False
Feature_229,0.11995400921010856,-0.334020987825161,0.694470978775275,False
Feature_230,0.08252175516378801,2.416526433418834,0.31435649038038116,False
Feature_231,0.03914256771473365,1.128013092366226,0.6768416196815608,False
Feature_232,0.03035149025847081,-0.13278283429572318,0.07626478131546384,False
Feature_233,0.0615601926807646,-0.5842686470056898,0.17381188793440622,False
Feature_234,0.07457097368034812,1.2363287178085234,1.3679037101370506,False
Feature_235,0.11544308070328402,0.18571631314089904,0.09512685822237744,False
Feature_236,0.027336103800147695,0.11975786707348549,0.6772437590585578,False
Feature_237,0.012548602340680955,0.1481466691636162,0.01332408707380189,False
Feature_238,0.007844874766389022,1.0708234825480696,0.02987759233750827,True
Feature_239,0.09579582712192719,-0.6236099611448022,0.32574766911657416,False
Feature_240,0.08641462037270653,0.7856102180689195,0.42466509142354675,False
Feature_241,0.07661327823821872,-0.2586141465251883,0.9751843908220559,False
Feature_242,0.04045792260274718,-0.3560411717615826,0.11881676971958494,False
Feature_243,0.05547024168158879,0.28534753455892203,0.724995252826812,False
Feature_244,0.038111640233245016,-0.4163295823371467,1.4371459218201887,False
Feature_245,0.053312761592190776,-1.3203788489452148,0.04907645772084117,False
Feature_246,0.007403899850558355,1.1604171478674958,0.9569961070339478,True
Feature_247,0.06025287666597108,0.2830592413565768,0.5489430194951748,False
Feature_248,0.18411712324629964,2.2193611940322606,0.3155616154835508,False
Feature_249,0.09999458601026855,-2.223866348039771,0.01122900451422823,False
Feature_250,0.0519837529812332,0.3454932506761308,0.4280529879687973,True
Feature_251,0.028808057243550372,0.25551569905883875,0.3029626032863278,True
Feature_252,0.18964576333828514,-0.9265654269970958,0.8134270165363129,False
Feature_253,0.13938097216115145,-1.7782579024566791,0.7507774293179315,True
Feature_254,0.04722266959124543,-1.0380468256285498,1.2195931944657965,False
Feature_255,0.02032266722272963,0.702917000367311,0.05063519314128058,False
Feature_256,0.017706181089991783,-1.9770488672910815,0.0347276422429872,False
Feature_257,0.030013148117384737,0.47458061497877896,0.34931481376967266,False
Feature_258,0.6363448450129358,1.7478086258213006,0.3348879679950279,True
Feature_259,0.20682833532898848,-2.534570270355749,0.6346132858918708,False
Feature_260,0.01292677011736968,-0.7041425846126574,0.6632297868717342,True
Feature_261,0.008356773757008664,-0.10785281208362331,0.6320672568782658,False
Feature_262,0.04729265306016785,1.7587725617107657,0.15686934366119637,False
Feature_263,0.45051082354832517,1.5591521808103266,0.32411187723277257,False
Feature_264,0.028351278436226826,-1.2448154246042418,0.3796579837294345,False
Feature_265,0.14701672914353558,-1.5508849701922822,0.26737842698786546,False
Feature_266,0.05015779357902511,-2.0346632108707583,0.5315293538602379,False
Feature_267,0.0836056090356924,-0.9334281485481055,0.39432523591053525,False
Feature_268,0.28732026604524297,-0.6554480536107562,0.0034170842742101653,False
Feature_269,0.07890154384644454,0.8851063937338951,0.3862601251333503,False
Feature_270,0.033318032908575844,-0.40507777038198184,0.6292199404018456,True
Feature_271,0.17647620214304682,1.3899236710561516,0.779786175563681,True
Feature_272,0.07605166809938035,2.1689595394922576,0.6265078727247753,False
Feature_273,0.024531822466927117,0.8080626567122067,1.6893461630557431,False
Feature_274,0.18953622485265764,-0.4387848573842186,0.646167786484073,True
Feature_275,0.025553781698972794,2.2732999438650157,0.7441142755378171,False
Feature_276,0.010078315061697813,-2.1967244068982636,1.189335308093965,False
Feature_277,0.06721603200259783,-0.8798630431409593,0.8426080516203844,False
Feature_278,0.21838739945746533,-0.49908062349524984,0.8264895437815439,True
Feature_279,0.3415048432786501,0.5819071466386182,1.3449587494108692,False
Feature_280,0.01393575267119151,-0.2616114144580922,0.055968209026277804,False
Feature_281,0.16299656312241925,-0.804597053303678,0.23494625894131274,False
Feature_282,0.10475185803445558,-0.4897503736496248,1.3344980296409523,False
Feature_283,0.012340619203497168,0.35441829294913973,0.24834407806585326,False
Feature_284,0.19903185435150939,-0.06600085631032157,1.2464027945898406,False
Feature_285,0.055986407739112835,-0.1153348743608647,0.34363728794335296,False
Feature_286,0.2482395222043083,0.24689040091892261,0.4415352404733106,False
Feature_287,0.052781386625600585,0.4570878879356873,1.0466146722211862,False
Feature_288,0.08283395774557573,0.008689741840547143,0.9850144280303647,False
Feature_289,0.0859902899934919,-0.2038756495582622,0.46853226018630034,False
Feature_290,0.024877197254640195,-2.4758903928766713,0.9649777007521978,False
Feature_291,0.031626075965269895,0.31300499354330935,0.4078377760178892,False
Feature_292,0.10222936126411229,-1.2738547689655175,0.8460302482075359,False
Feature_293,0.034428417620780805,0.2004527692840013,2.103348939996857,False
Feature_294,0.0844425847775416,-0.8467495741967325,0.1710176858035339,False
Feature_295,0.15219672119320304,0.45813132892374675,0.4455663263792403,False
Feature_296,0.24723172884408193,0.4380243797566348,0.14010090399154929,False
Feature_297,0.4531852720318469,-0.4042364382826687,4.498585288583559,False
Feature_298,0.09072006949372168,-0.2163285029149442,0.4853231406139169,False
Feature_299,0.03285102354973168,0.11735141766088239,0.202865238667566,False
Feature_300,0.007622845654554311,0.4969003331094177,0.1496370179533173,False
Feature_301,0.19724912921987228,-0.43609865920237684,0.849990278959212,False
Feature_302,0.10505394955521284,-0.3188562086334388,0.1418442696631606,False
Feature_303,0.015641785268651596,0.5890546656635688,0.5913660092808946,False
Feature_304,0.028495397947394027,1.3774633408786916,0.33002231698557927,False
Feature_305,0.086095405909729,0.20407983808780053,1.6007091854736695,False
Feature_306,0.026105646615969313,-0.527009510808943,0.08024873744193242,False
Feature_307,0.03316840482286161,0.7407199061738712,0.3491041532454321,False
Feature_308,0.030227803104659806,-0.16709530537732648,0.8445095516155168,False
Feature_309,0.0005631148654435387,2.7304264328550127,0.3545406170770524,False
Feature_310,0.04193495081231665,0.6016861345911916,1.9574984204615635,False
Feature_311,0.018022214789573908,0.8410349204861537,0.4342248599685168,False
Feature_312,0.0032029705548389537,2.0115363858042365,1.8052067894477297,False
Feature_313,0.3571078123811361,0.2287351135343203,0.0070310064106179045,False
Feature_314,0.027606032227128863,-1.5860243841643917,0.05085624971521336,False
Feature_315,0.169198046969474,1.3352736695196037,0.04345024915592795,False
Feature_316,0.08308543794345058,-0.2020583158378365,0.12016205078874129,False
Feature_317,0.02366697669252887,-1.1014702250726733,0.058067751123867986,False
Feature_318,0.20315132419576665,1.684795205070753,1.0805770369319965,False
Feature_319,0.055737534241790856,-0.38978516512349853,1.5801452468962554,False
Feature_320,0.0843387432961838,-1.367922989806504,1.1883925575144467,False
Feature_321,0.07605969470091983,0.796962424489506,0.12081424117073594,False
Feature_322,0.011739477470810417,-0.1961966737150878,0.8206829379482996,False
Feature_323,0.048567615792979746,1.2485231293325916,0.1606514830953619,False
Feature_324,0.3011376913975854,-0.9907547300221629,0.5362662218662404,True
Feature_325,0.13193182214270938,-1.986614075387859,0.38319902521994287,True
Feature_326,0.03925441904571313,-0.2334035786230396,0.6872513772213894,False
Feature_327,0.1457066555629821,-0.17446750528082228,0.17272149444555712,False
Feature_328,0.20632661928677964,-0.6602491643971394,0.11034373499426894,False
Feature_329,0.1054908569354752,0.2991778463060517,0.2061510912123164,False
Feature_330,0.023338977436727217,0.43856251893726733,0.7064026520495638,False
Feature_331,0.13316750235957958,0.41072027045925524,0.45684598914225244,False
Feature_332,0.23911448852834055,-1.1161833021527914,0.3882085886210065,False
Feature_333,0.03079434403926283,-0.3210455090500658,0.5069010409795243,False
Feature_334,0.0687587896626972,0.3025578204334295,0.46121336957956566,False
Feature_335,0.012261216767117031,0.982833365521131,1.270088387991031,False
Feature_336,0.12313574099122321,1.185008641546158,0.17516266466250002,False
Feature_337,0.10819341575777358,0.01646037898422396,0.3500500146084639,False
Feature_338,0.0998396168744834,-1.6374821299146671,0.0021105507588931515,False
Feature_339,0.06510456524816113,1.999739447737175,0.6829970472262914,False
Feature_340,0.04773568628198909,0.7375617910267132,0.38314732653085604,False
Feature_341,0.1597632167859489,-1.5118241356292499,0.7346193948838108,False
Feature_342,0.3285799029849113,1.8128630775270227,0.4946197837369992,False
Feature_343,0.0713662584728963,1.3092867122819807,0.6392532991899604,False
Feature_344,0.04663528404460835,-0.8257125188325175,0.1532550160574811,True
Feature_345,0.08117529212940856,0.6997591565523783,0.06858720209442977,False
Feature_346,0.010690335407974714,1.7438979595624724,0.35196200442718006,False
Feature_347,0.03100189712110652,0.32447959179795055,2.456768124540617,False
Feature_348,0.015643535593246622,0.7370596839615453,1.0874529704284936,False
Feature_349,0.30483450543499907,0.9460479840698889,0.20595345512174237,False
Feature_350,0.004274762822570532,3.1219078460427254,0.16553924818412552,False
Feature_351,0.027430815710209073,1.5351411488080204,0.4213042054664981,False
Feature_352,0.08471538595454436,-0.07974769873981281,0.12119251604012936,False
Feature_353,0.21415454911222487,0.2498297806108471,0.48769781915575705,False
Feature_354,0.27850725270647075,0.030035984530613957,0.0413110423848832,True
Feature_355,0.02979050228054436,-3.819087176847954,0.4178321035607986,False
Feature_356,0.011092980318744491,0.705892435799058,0.5212462562016016,False
Feature_357,0.023513674687639555,2.3781503890189204,2.4844033636994736,False
Feature_358,0.3734331475343657,0.4416407274955868,0.42599945053741683,False
Feature_359,0.11271050352655532,-0.8251962705663578,0.03638207550208469,False
Feature_360,0.02110712083858597,-1.02362826902418,0.12463225220995826,False
Feature_361,0.15649194285881096,1.2025758842953458,0.36840687450980686,False
Feature_362,0.0009782524753768492,1.0902933118737905,0.17675805008907258,False
Feature_363,0.004744694135895873,0.8856889805278622,0.7534433200718461,False
Feature_364,0.19418885517515716,-1.4888294795225385,0.2888090643125597,False
Feature_365,0.02801768334319535,1.7794528926972402,0.007276427181063076,True
Feature_366,0.013284433696312714,0.8157444561709707,0.5288008140824877,True
Feature_367,0.444155751385887,-1.082161231169524,0.6199497660209379,False
Feature_368,0.05187338098403926,0.04500703331833285,1.906480724926972,False
Feature_369,0.20946590020241504,1.2345438278383885,0.4362210712402409,False
Feature_370,0.02822118036047369,-0.005990240332722218,0.4424252628782774,False
Feature_371,0.08183092842643458,0.7201530151828798,0.3541590852194843,False
Feature_372,0.24790388621055492,1.3899187602822938,0.018486775149225854,False
Feature_373,0.10916321768759446,0.10423705780951013,0.08554201681669148,False
Feature_374,0.018784682031727652,1.6795077509593161,0.25205694797934625,False
Feature_375,0.04530229938591143,0.410929251100796,0.17511639897295994,False
Feature_376,0.11412771995343461,1.8612108423944744,0.5292258867485149,False
Feature_377,0.012339004635878609,-0.18194865099055904,0.26717602013424774,False
Feature_378,0.13303275407528506,1.7544219186736445,0.35776894019207356,False
Feature_379,0.060178880095210475,-0.4717890004675726,0.27364175247155276,False
Feature_380,0.3059226118925453,0.05739808422701131,0.5104028518074314,False
Feature_381,0.05817879960176972,0.6474313153613106,0.5514972314689885,False
Feature_382,0.04177783884620241,1.0944146065627782,0.7550586358846765,False
Feature_383,0.03133544828343591,1.2303916497904488,1.0150502689156475,False
Feature_384,0.07083843418996512,-0.923693509839923,0.1660385809771174,False
Feature_385,0.3002261895969421,-1.3826481366872039,0.3045408519829343,False
Feature_386,0.08959196311737878,-0.23356122315225322,0.03711554257131728,False
Feature_387,0.059417201805770696,-1.0674138050447681,0.7924798627739391,False
Feature_388,0.009996651177245368,1.0738004753357404,0.4231134269271139,True
Feature_389,0.006714718311916593,0.22756400862133264,0.5364597053362592,False
Feature_390,0.17346532268857917,-0.7077829965789959,0.7861358548763991,False
Feature_391,0.12009924806687314,0.46847437790902535,0.7305434396300219,False
Feature_392,0.14073847568882294,0.3175977238672832,0.629619667578593,False
Feature_393,0.10382647603429118,1.5877561613549727,0.0750382695384056,False
Feature_394,0.2674658354204885,-0.698859166238666,0.14483534980814244,False
